acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,valence,year,cluster
0.6890000000000001,"['ST', '98', 'Niklas O']",0.69,144588,0.324,1,12EoJ4NTFAwRDsV0TeiSqD,0.0,9,0.282,-13.748,1,0,1920,0.0726,130.024,0.265,1920,4
0.983,['Aryiró Yiannopoúlou'],0.5529999999999999,203640,0.375,0,13Cp2OYw0AXbb39kj4vony,0.223,0,0.408,-9.089,0,0,1920-01-01,0.0336,110.115,0.5920000000000001,1920,7
0.964,['Marika Papagkika'],0.23,231387,0.396,0,13GPrQSJCYQ0UubGg9IwZ0,0.0742,5,0.274,-8.578,1,0,1920-01-01,0.0363,69.893,0.7040000000000001,1920,26
0.365,"['Gustavo Obligado', 'Ariel Flores', 'Sam Nacht']",0.565,128500,0.255,1,14YYUaft0fQCYn7IqL4FYV,0.00028700000000000004,10,0.321,-30.644,1,0,1920,0.048,94.519,0.725,1920,4
0.021,['Jodoli'],0.8140000000000001,170161,0.705,0,16WOPztTggX5a2wdkG4zWL,0.821,8,0.209,-8.862,1,0,1920-01-29,0.0622,108.999,0.672,1920,21
0.963,['Aryiró Yiannopoúlou'],0.498,188133,0.336,0,16p8aoTTQ08SkJtx1VATFD,0.14300000000000002,6,0.199,-11.599,0,0,1920-01-01,0.04,59.544,0.905,1920,7
0.994,['Maurice Chevalier'],0.487,191173,0.298,0,17hxoQSZt46mkZGHtVt9yV,0.0,6,0.133,-17.141,1,0,1920,0.098,99.989,0.738,1920,4
0.435,['No.Losiento'],0.68,88696,0.939,0,1Bn6okAC9ntFOhKnsJPZkG,0.879,6,0.0924,-5.4579999999999975,1,0,1920-01-01,0.0649,183.958,0.924,1920,21
0.996,['Mamie Smith & Her Jazz Hounds'],0.575,177173,0.247,0,1DfwOz5apF0w2d8hccSkhH,0.0684,9,0.362,-13.284,0,0,1920,0.04,130.804,0.841,1920,7
0.938,['Mistinguett'],0.368,230360,0.275,0,1GrSchVEDloSplofxpQX6h,0.0,8,0.588,-17.535,1,0,1920,0.052000000000000005,86.58,0.611,1920,29
0.73,"[""The Swingin' Bachelors""]",0.72,210293,0.718,0,1Gt8Mf423GHyuXIRHM1ymX,3.11e-06,0,0.319,-7.47,1,0,1920-02-29,0.0336,125.006,0.885,1920,4
0.996,['Mamie Smith & Her Jazz Hounds'],0.679,175200,0.182,0,1HAK7hlSD1szWBiaC7PO7A,0.6679999999999999,10,0.47,-13.741,1,0,1920,0.0693,123.803,0.754,1920,21
0.989,['Mistinguett'],0.623,180467,0.339,0,1IXmlA1rKwIBqsxKE9PO2A,0.0,7,0.155,-15.169,1,0,1920,0.121,121.47,0.701,1920,4
0.336,['No.Losiento'],0.652,188958,0.647,0,1KU6CRh6ctSo1uCupMAnA4,0.321,5,0.094,-7.474,1,0,1920-01-01,0.0337,112.023,0.0724,1920,4
0.934,['Marika Paragkika'],0.306,241813,0.498,0,1NLQkLXi6eKvHriBSo1pMv,0.00198,4,0.227,-10.333,1,0,1920-01-01,0.0367,130.632,0.795,1920,0
0.996,['Francisco Canaro'],0.369,168293,0.285,0,1QI5WTvnpNV5vJJQU4DPX1,0.938,7,0.193,-16.523,1,0,1920-07-08,0.0528,129.558,0.635,1920,21
0.995,['Amalia Vaka'],0.287,216720,0.621,0,1QS0MyTMZPosdthxhALOhT,0.784,3,0.151,-10.843,0,0,1920-01-01,0.0394,77.53699999999998,0.5589999999999999,1920,16
0.995,['Georgel'],0.716,163133,0.25,0,1X21kzrq3Fi1cGNaV8nTXa,0.0,4,0.188,-12.932,1,0,1920,0.0726,138.405,0.8809999999999999,1920,4
0.972,['Ánna Khrisáfi'],0.632,211147,0.422,0,1bkvm3Ij45rYHplMYoegjX,0.0109,2,0.0494,-10.733,1,0,1920-01-01,0.0597,120.906,0.946,1920,4
0.219,['Konbeatz'],0.609,247678,0.322,0,1bzr8IhTopsIKToYnjIyTS,0.848,1,0.123,-12.741,0,0,1920-04-20,0.0359,154.04399999999995,0.292,1920,16
0.16699999999999998,['Two Charming Men'],0.828,345000,0.467,0,1ierpLZZSofFzKqDzh28yj,0.933,11,0.0741,-13.92,0,0,1920-01-01,0.122,127.998,0.443,1920,16
0.008459999999999999,['No.Losiento'],0.831,154667,0.586,0,1pIFwQpzFwcWtFIZXuu2FX,0.789,5,0.0825,-6.56,0,0,1920-01-01,0.12,89.962,0.328,1920,16
0.52,"[""The Swingin' Bachelors""]",0.7070000000000001,279053,0.324,0,1spKxUCvNzw1ZmZLPotE1k,0.000558,5,0.193,-10.098,1,0,1920-02-29,0.0253,103.933,0.527,1920,4
0.0403,['Gianni Negro'],0.6659999999999999,257313,0.914,0,1vRn5VowmIoCNOyuy9GIm6,0.731,7,0.0982,-4.107,1,0,1920-01-01,0.0305,127.016,0.759,1920,10
0.0828,['srlil'],0.8540000000000001,77477,0.555,1,1xmJl2HjAyebReR7s83yJo,0.315,10,0.0883,-8.474,0,0,1920-08-04,0.0747,81.015,0.5429999999999999,1920,5
0.7759999999999999,['LolCat'],0.792,129287,0.532,0,1z8wyVUlZC7K2RdPRe70BE,0.0,2,0.16,-15.461,0,1,1920-01-01,0.328,122.403,0.545,1920,7
0.214,['Raff'],0.89,117816,0.413,1,1zpPyaMsJIqc0umXBfOkH8,0.0,1,0.139,-9.613,1,0,1920-04-20,0.226,92.484,0.308,1920,14
0.0786,['LOU Rice!'],0.792,220611,0.266,1,21V3Z1zsHv6XVLj4t7x9by,2.45e-06,8,0.0916,-17.262,0,0,1920-07-05,0.0925,80.992,0.377,1920,5
0.993,['Dick Haymes'],0.257,183387,0.284,0,21h1Sraq1TC2AuWgdG5Z5W,0.0518,7,0.35100000000000003,-9.311,0,0,1920,0.0322,78.124,0.134,1920,26
0.229,"[""The Swingin' Bachelors""]",0.747,269360,0.708,0,23AaYEj5iOKOIzfnzbA6Nu,0.0,9,0.136,-5.827000000000001,1,0,1920-02-29,0.0297,111.868,0.635,1920,4
0.6459999999999999,"['Gustavo Obligado', 'Ariel Flores', 'Sam Nacht']",0.439,290000,0.32,1,24pfUpoUsOo4XyPaHgPDBu,0.873,1,0.647,-27.838,1,0,1920,0.0675,108.79,0.601,1920,29
0.988,['Félix Mayol'],0.5770000000000001,172987,0.147,0,28csnSz7AHcGYYxufDVL7G,0.0,1,0.404,-16.385,1,0,1920,0.121,97.522,0.621,1920,4
0.996,['Mamie Smith & Her Jazz Hounds'],0.551,175267,0.197,0,2AWOgskypXnjLItNjzE6l5,0.000211,2,0.155,-13.103,1,0,1920,0.0453,127.888,0.847,1920,4
0.959,['Khrisóstomos Theodosópoulos'],0.478,209427,0.386,0,2HH1UNGftpz0IMfHqfJaSD,0.00182,6,0.132,-12.777,0,0,1920-01-01,0.0445,99.944,0.929,1920,7
0.932,['Marika Papagkika'],0.382,231400,0.4920000000000001,0,2Jd26bWgOlF9hVWTYhKlGM,0.0137,1,0.157,-8.321,1,0,1920-01-01,0.0345,88.525,0.64,1920,4
0.99,['Fortugé'],0.509,201867,0.306,0,2MZtBkCQLoEfpWl8dXuNfE,0.0,7,0.3720000000000001,-15.441,1,0,1920,0.166,127.035,0.7,1920,4
0.7609999999999999,['Gustavo Obligado'],0.0735,281500,0.0888,1,2PCiNuXDp5StM7fEmSLhPq,0.97,5,0.105,-27.907,0,0,1920,0.0446,80.226,0.0224,1920,18
0.71,['South Shore Singers'],0.326,220003,0.401,0,2SQPbZQWoI1EVWh0YN3zXO,0.0,7,0.0903,-12.143,1,0,1920,0.0467,149.048,0.201,1920,0
0.995,['Amalia Vaka'],0.287,216720,0.621,0,2XVujD5mP2bMSXLkpqeWKU,0.784,3,0.151,-10.843,0,0,1920-01-01,0.0394,77.53699999999998,0.5589999999999999,1920,16
0.855,['South Shore Singers'],0.69,205140,0.419,0,2YhYGZJExSEpVb42iP8QYy,0.0,5,0.163,-14.442,0,0,1920,0.0322,100.011,0.815,1920,7
0.932,['Marika Papagkika'],0.382,231400,0.4920000000000001,0,2ZZ4rkQvNDkQt86sdwd398,0.0137,1,0.157,-8.321,1,0,1920-01-01,0.0345,88.525,0.64,1920,4
0.0124,['696'],0.7609999999999999,127948,0.56,1,2cCJbwvd4EHPa7rNvoVCvL,0.00014199999999999998,5,0.0835,-11.008,0,1,1920-01-01,0.0788,115.021,0.33,1920,5
0.0123,['Justrock'],0.526,284165,0.933,0,2e9fGpMVXdp8vj5YpSxd0B,0.455,0,0.11,-5.855,0,0,1920-01-01,0.236,125.059,0.335,1920,10
0.117,"['ST', '1920Johnny', 'Niklas O', 'Yahziz', 'Kaizoku']",0.8420000000000001,227500,0.382,1,2gUkW0vlRnpcX57aESZWHQ,0.0,3,0.0882,-10.918,0,0,1920,0.509,137.98,0.493,1920,24
0.434,"['ST', '1920Johnny', '98', 'Barracuda', 'Niklas O']",0.685,244219,0.458,1,2gzzgyvxUNjF1Q6B2zjjef,1.45e-06,9,0.304,-8.902999999999997,1,0,1920,0.26,149.987,0.456,1920,14
0.996,['Francisco Canaro'],0.433,148720,0.322,0,2ijTs6mInatQG5cbElWaP3,0.983,9,0.21600000000000005,-16.077,1,0,1920-07-08,0.0414,133.515,0.763,1920,21
0.000181,['Two Charming Men'],0.7390000000000001,335176,0.738,0,2jLH2nQ5GtKFcPaKkIPdPs,0.89,1,0.125,-7.457000000000002,0,0,1920-01-01,0.101,128.004,0.236,1920,10
0.983,['Gustavo Obligado'],0.212,451500,0.0148,1,2lPgRiJE3LXsi9ABxNNVnV,0.727,2,0.6990000000000001,-33.187,0,0,1920,0.0434,76.734,0.0399,1920,18
0.00676,['Jodoli'],0.79,177528,0.438,0,2lTl3eUKAGNFq5crR0a9Bk,0.000177,1,0.182,-7.74,0,0,1920-01-29,0.205,165.02900000000002,0.382,1920,7
0.994,['Berthe Sylva'],0.446,183093,0.103,0,2oRDv2SU6nuFQKYWEoyTUY,0.00041900000000000016,1,0.4320000000000001,-15.88,1,0,1920,0.0509,121.657,0.373,1920,13
0.995,['Bonheur Alice'],0.4270000000000001,196200,0.147,0,2tvg1EATUx6VKS5ybpvhRa,0.0,5,0.399,-18.076,0,0,1920,0.0768,86.427,0.552,1920,7
0.985,['Dick Haymes'],0.185,182920,0.151,0,2tx8aZ0Ow7wBMBZJO2EFk8,0.7979999999999999,7,0.151,-17.822,1,0,1920,0.0391,88.945,0.135,1920,22
0.0462,['Zheiko'],0.804,254764,0.662,0,2yNQVRy7nlVepnqxgerxH2,0.0516,1,0.105,-7.963999999999999,1,0,1920-04-23,0.0816,130.003,0.337,1920,4
0.00508,['Aaron Beta'],0.487,307749,0.7090000000000001,0,2yz9R2XjQ7v5uj8N4bzrz3,0.863,1,0.0634,-8.879,1,0,1920-01-01,0.194,128.069,0.392,1920,10
0.253,['No.Losiento'],0.604,149677,0.782,0,2zDLChc7oaaMRCWXL6GGtB,0.914,8,0.102,-7.859,0,0,1920-01-01,0.0514,93.022,0.848,1920,16
0.0313,['Claudia Robine'],0.8009999999999999,242800,0.23,0,344JRi2uvqmVOs2S1kF7Lm,6.07e-06,0,0.0601,-20.874,1,0,1920-01-03,0.2,184.062,0.6659999999999999,1920,0
0.995,['Mamie Smith & Her Jazz Hounds'],0.5479999999999999,163867,0.242,0,34quhtd2AfsCt4NUxC5WwU,0.00333,3,0.443,-12.162,1,0,1920,0.0647,143.341,0.7120000000000001,1920,4
0.996,['Mamie Smith & Her Jazz Hounds'],0.672,183333,0.212,0,35Isk2sBRwDbvg1YEshvOv,0.0307,2,0.271,-13.083,1,0,1920,0.053,119.95,0.5660000000000001,1920,4
0.985,['Athanásios Kanéllis'],0.625,209347,0.459,0,36j2K8rWBwWgeJW5asvd33,0.0562,10,0.0807,-11.081,1,0,1920-01-01,0.0918,116.993,0.72,1920,4
0.994,['Dick Haymes'],0.227,178933,0.261,0,3AGInDslPPFCzYs046aVxc,0.247,5,0.0977,-12.343,1,0,1920,0.0382,118.891,0.0539,1920,26
0.99,['Matthaíos Felónis'],0.456,211493,0.365,0,3CP9yypwi3WTRdn6RsSko4,1.28e-05,7,0.299,-11.264,1,0,1920-01-01,0.0449,84.38,0.965,1920,4
0.916,['Ioannis Xalkias'],0.508,260627,0.498,0,3FRmOYlvAx6TrF4jOHNY0H,0.879,2,0.118,-9.826,1,0,1920-01-01,0.0431,125.446,0.5489999999999999,1920,21
0.996,['Francisco Canaro'],0.37,155467,0.19,0,3HG4p2D55sv5hm46uhuxY7,0.966,8,0.128,-16.322,1,0,1920-07-08,0.0825,83.98299999999998,0.33,1920,22
0.895,['Xaralampos Kritikos'],0.474,227320,0.444,0,3MJWdB4JqU5Q45BU42G5SL,0.0,6,0.166,-9.783,1,0,1920-01-01,0.0378,80.317,0.92,1920,4
0.0399,['OsamaBeenLeanin'],0.447,117786,0.521,1,3NUN6erafFldcaCeyNYs0T,0.0,1,0.18600000000000005,-8.341000000000001,1,0,1920-11-23,0.32,88.993,0.105,1920,14
0.00139,['Ron van der Kraan'],0.932,363227,0.318,0,3OcHYYvV8PaBUGXxRae4DD,0.000237,4,0.0542,-16.147000000000002,0,1,1920-01-03,0.0699,97.011,0.659,1920,7
0.000166,['OsamaBeenLeanin'],0.703,109923,0.67,1,3T0BbvsltD3A4ic1JVACF7,0.0,8,0.125,-7.2879999999999985,0,0,1920-11-23,0.168,87.529,0.451,1920,5
0.961,['Dréan'],0.713,167467,0.536,0,3XuZLV6ez0DPIUu1oV1WKp,0.35100000000000003,6,0.207,-14.305,1,0,1920,0.177,64.783,0.937,1920,4
0.685,"['ST', '1920Johnny']",0.799,160105,0.299,1,3YKOfuDR93zR78bfaFX6ad,1.47e-05,10,0.118,-12.239,1,0,1920,0.0704,98.96,0.17600000000000002,1920,4
0.984,['Fred Gouin'],0.383,172733,0.185,0,3Ybhcxyi3wjsoDqpB1Jrc1,0.0,7,0.0845,-13.462,1,0,1920,0.0563,88.488,0.421,1920,26
0.941,['Andreas Tsaousis'],0.586,203773,0.284,0,3ZwEEZEXjCsADlRnqnsHBq,0.0721,9,0.0604,-11.457,1,0,1920-01-01,0.0371,121.988,0.847,1920,4
0.887,['696'],0.653,106214,0.29100000000000004,1,3ajZwXiT7qpanVm5DcvcQF,0.000236,1,0.105,-16.198,0,2,1920-01-01,0.0648,119.869,0.37,1920,7
0.459,['Louse'],0.477,104022,0.782,0,3bAbuTItBZapcLh3bt93ep,0.866,10,0.322,-8.78,0,0,1920-01-31,0.0512,180.09099999999995,0.168,1920,16
0.0739,['OsamaBeenLeanin'],0.439,114129,0.507,1,3bODa3MQBKlWH9fix7IFHV,0.0,10,0.212,-8.214,1,0,1920-11-23,0.349,136.064,0.611,1920,14
0.0154,['Nik Ender'],0.795,349106,0.506,0,3bRtNZNNfScmGReTA6AKRg,0.938,10,0.0805,-10.946,0,0,1920-01-01,0.0701,130.019,0.0447,1920,10
0.995,['Takis Nikolaou'],0.369,268360,0.416,0,3d1y2U7VtHlRbiXqren9Hi,0.498,9,0.375,-11.404000000000002,0,0,1920-01-01,0.0426,133.661,0.7609999999999999,1920,16
0.979,['Esther Lekain'],0.583,144440,0.25,0,3e83ZnSInKBnjlFHO5IogK,0.0,2,0.158,-13.813,1,0,1920,0.08,119.487,0.7070000000000001,1920,4
0.942,['South Shore Singers'],0.397,153130,0.223,0,3hTCsugtAdgQGmTE6LkmVI,2.48e-06,3,0.153,-17.218,1,0,1920,0.0405,139.77,0.382,1920,13
0.895,['Xaralampos Kritikos'],0.474,227320,0.444,0,3kjaYn5CnAM2v00hkJY7Wb,0.0,6,0.166,-9.783,1,0,1920-01-01,0.0378,80.317,0.92,1920,4
0.00762,['Meetya'],0.691,510981,0.736,0,3rSNsGlrikcIdjhzIHoaXB,0.818,10,0.0976,-8.363,0,0,1920-01-01,0.075,131.996,0.35600000000000004,1920,10
0.996,['Francisco Canaro'],0.345,156040,0.326,0,3v7bswiSS1QErhGKSc2Vgk,0.953,0,0.197,-15.475,1,0,1920-07-08,0.135,170.94299999999996,0.51,1920,21
0.993,['Takis Nikolaou'],0.453,255520,0.41,0,3vTys7kWK733lvNmrcbIiP,0.16,2,0.292,-10.469,1,0,1920-01-01,0.044,67.271,0.894,1920,4
0.994,['Fortugé'],0.624,204160,0.209,0,3vygxg7h6KsLWSHLcCg5Hf,0.0,9,0.395,-14.72,0,0,1920,0.175,79.67399999999998,0.542,1920,7
6.01e-05,['Diessel'],0.8079999999999999,323344,0.488,0,3xkS1O0JZ4cG4Fubs4nWZD,0.938,1,0.0787,-11.335,1,0,1920-01-01,0.135,128.00799999999998,0.187,1920,21
0.994,['Valroger Suzanne'],0.61,197200,0.314,0,3yruhl8dlu3zUXc53Fnmw8,0.000151,5,0.569,-12.651,1,0,1920,0.0806,72.555,0.885,1920,29
0.7,['Greg Fieler'],0.197,224052,0.511,0,40j8iS1ClIh73xUFrvdEJg,0.0,4,0.0661,-11.444,0,0,1920,0.0413,148.502,0.267,1920,7
0.732,"['ST', '1920Johnny', 'Barracuda', 'Niklas O', 'R2S']",0.6709999999999999,183144,0.34,1,41aob5c3jiEpOl5IPJ7Xd2,2.63e-05,11,0.0919,-11.536,0,1,1920,0.16699999999999998,117.805,0.0445,1920,5
0.0113,['Gianni Negro'],0.6659999999999999,317785,0.922,0,43ta15kmDRuUvpRL6lpHsy,0.836,7,0.046,-4.222,1,0,1920-01-01,0.0335,127.017,0.79,1920,10
0.992,['Pantelís Kavakópoulos Chorus'],0.602,197013,0.29100000000000004,0,43xRMARR0NcTbuTEbRjm4I,3.83e-05,2,0.287,-11.859000000000002,0,0,1920-01-01,0.0375,124.71,0.843,1920,7
0.984,['Gustavo Obligado'],0.157,444377,0.0151,1,44J1CFMxIyTPlevcDghAsk,0.86,7,0.0402,-36.315,0,0,1920,0.0494,70.169,0.0773,1920,18
0.996,['Mamie Smith & Her Jazz Hounds'],0.623,174293,0.28300000000000003,0,46JY9OYPi4hJ7oLIS0FZt0,0.463,7,0.422,-13.83,1,0,1920,0.0753,137.368,0.743,1920,21
